country,country_code,year,tourism_receipts,tourism_arrivals,tourism_exports,tourism_departures,tourism_expenditures,gdp,inflation,unemployment
Pacific island small states,PSS,2021,,,,,,9552334875,2.47788272,
Post-demographic dividend,PST,2021,,,,,,5.58289E+13,2.508352215,5.840091752
French Polynesia,PYF,2021,,,,,,6150640646,,
Qatar,QAT,2021,,,,,,1.79732E+11,2.304465657,0.14
Romania,ROU,2021,,,,,,2.86578E+11,5.052328761,5.59
Russian Federation,RUS,2021,,,,,,1.84339E+12,6.69445892,4.749
Rwanda,RWA,2021,,,,,,11069280650,-0.391346748,15.775
South Asia,SAS,2021,,,,,,4.07987E+12,5.545654308,6.344235159
Saudi Arabia,SAU,2021,,,,,,8.74156E+11,3.063289889,6.621
Sudan,SDN,2021,,,,,,34229513775,359.0930408,
Senegal,SEN,2021,,,,,,27520784130,2.180322781,
Singapore,SGP,2021,,,,,,4.34112E+11,2.30485959,4.64
Solomon Islands,SLB,2021,,,,,,1522794913,-0.115437894,
Sierra Leone,SLE,2021,,,,,,7165214368,11.87395888,
El Salvador,SLV,2021,,,,,,29043140000,3.466925853,4.327
San Marino,SMR,2021,,,,,,1855396000,,6.34
Somalia,SOM,2021,,,,,,9483997404,,
Serbia,SRB,2021,,,,,,66159884073,4.085102853,9.843
Sub-Saharan Africa (excluding high income),SSA,2021,,,,,,1.93357E+12,4.435518177,
South Sudan,SSD,2021,,,,,,,10.51671583,
Sub-Saharan Africa,SSF,2021,,,,,,1.93506E+12,4.611672178,
Small states,SST,2021,,,,,,2.58942E+11,2.410801984,
Sao Tome and Principe,STP,2021,,,,,,524402455.5,8.137770384,
Suriname,SUR,2021,,,,,,3107923198,59.11966263,
Slovak Republic,SVK,2021,,,,,,1.20592E+11,3.149606299,6.894
Slovenia,SVN,2021,,,,,,61529280461,1.917065061,4.744
Sweden,SWE,2021,,,,,,6.37187E+11,2.163197364,8.722
Eswatini,SWZ,2021,,,,,,4737671576,,34.153
Sint Maarten (Dutch part),SXM,2021,,,,,,1353071061,,
Seychelles,SYC,2021,,,,,,1487173795,9.76909937,
Syrian Arab Republic,SYR,2021,,,,,,14353205678,,
Turks and Caicos Islands,TCA,2021,,,,,,1045782454,,
Chad,TCD,2021,,,,,,11779981333,-0.77284437,
East Asia & Pacific (IDA & IBRD countries),TEA,2021,,,,,,2.08241E+13,2.612481858,4.551994339
Europe & Central Asia (IDA & IBRD countries),TEC,2021,,,,,,4.64291E+12,5.10641129,6.825280097
Togo,TGO,2021,,,,,,8342243646,4.186215065,
Thailand,THA,2021,,,,,,5.06256E+11,1.230395413,1.215
Tajikistan,TJK,2021,,,,,,8937805347,,
Turkmenistan,TKM,2021,,,,,,50007428571,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,,,,,,5.31345E+12,3.878054424,9.281388229
Timor-Leste,TLS,2021,,,,,,3624889700,3.697920947,2.344
Middle East & North Africa (IDA & IBRD countries),TMN,2021,,,,,,1.53464E+12,5.460199807,10.24095256
Tonga,TON,2021,,,,,,518228012.1,5.640511406,2.111
South Asia (IDA & IBRD),TSA,2021,,,,,,4.07987E+12,5.545654308,6.344235159
Sub-Saharan Africa (IDA & IBRD countries),TSS,2021,,,,,,1.93506E+12,4.611672178,
Trinidad and Tobago,TTO,2021,,,,,,24496397205,2.059227469,4.446
Tunisia,TUN,2021,,,,,,46812290143,5.706350208,
Turkiye,TUR,2021,,,,,,8.19865E+11,19.59649269,11.969
Tuvalu,TUV,2021,,,,,,60196405.71,,
Tanzania,TZA,2021,,,,,,70655628148,3.690919588,
Uganda,UGA,2021,,,,,,40529788749,2.204572048,3.422
Ukraine,UKR,2021,,,,,,1.99766E+11,9.363139177,9.834
Upper middle income,UMC,2021,,,,,,2.73906E+13,4.028528882,6.646625164
Uruguay,URY,2021,,,,,,60760798596,7.747914023,9.328
United States,USA,2021,,,,,,2.36812E+13,4.697858864,5.349
Uzbekistan,UZB,2021,,,,,,77340060003,10.84923975,
St. Vincent and the Grenadines,VCT,2021,,,,,,872225925.9,1.572729325,
"Venezuela, RB",VEN,2021,,,,,,,,
British Virgin Islands,VGB,2021,,,,,,,,
Virgin Islands (U.S.),VIR,2021,,,,,,4507000000,,
Viet Nam,VNM,2021,,,,,,3.66475E+11,1.834715548,2.385
Vanuatu,VUT,2021,,,,,,950394006.5,2.343283582,
World,WLD,2021,,,,,,9.78483E+13,3.475403203,6.198939754
Samoa,WSM,2021,,,,,,843923638.7,3.133204732,
Kosovo,XKX,2021,,,,,,9413403724,3.353691392,20.392
"Yemen, Rep.",YEM,2021,,,,,,,,
South Africa,ZAF,2021,,,,,,4.20887E+11,4.611672178,34.007
Zambia,ZMB,2021,,,,,,22096416932,22.02076762,5.199
Zimbabwe,ZWE,2021,,,,,,27240515109,98.54610509,9.54
Aruba,ABW,2022,,,,,,3279343544,,
Africa Eastern and Southern,AFE,2022,,,,,,1.19142E+12,10.77375122,
Afghanistan,AFG,2022,,,,,,14497243872,,
Africa Western and Central,AFW,2022,,,,,,8.83974E+11,7.949251435,3.040783913
Angola,AGO,2022,,,,,,1.044E+11,21.35529013,
Albania,ALB,2022,,,,,,19017242586,6.725202715,
Andorra,AND,2022,,,,,,3380612573,,
Arab World,ARB,2022,,,,,,3.60981E+12,5.087542009,
United Arab Emirates,ARE,2022,,,,,,5.02732E+11,5.291226044,2.873
Argentina,ARG,2022,,,,,,6.3279E+11,,6.805
Armenia,ARM,2022,,,,,,19513506553,8.64091109,
American Samoa,ASM,2022,,,,,,871000000,,
Antigua and Barbuda,ATG,2022,,,,,,1867733333,7.531078346,
Australia,AUS,2022,,,,,,1.69086E+12,6.594096713,3.728
Austria,AUT,2022,,,,,,4.71774E+11,8.546869932,4.992
Azerbaijan,AZE,2022,,,,,,78807470588,13.85225901,5.65
Burundi,BDI,2022,,,,,,3338722828,18.80087867,
Belgium,BEL,2022,,,,,,5.93439E+11,9.597511729,5.57
Benin,BEN,2022,,,,,,17401746309,1.350778636,1.685
Burkina Faso,BFA,2022,,,,,,18820218691,14.29023543,1.927
Bangladesh,BGD,2022,,,,,,4.60132E+11,7.696954372,4.593
Bulgaria,BGR,2022,,,,,,90642851836,15.32525893,4.268
Bahrain,BHR,2022,,,,,,46680398936,3.625741043,
"Bahamas, The",BHS,2022,,,,,,13136400000,5.605406336,
Bosnia and Herzegovina,BIH,2022,,,,,,24534663636,14.02084408,12.657
Belarus,BLR,2022,,,,,,73775179925,15.20967527,3.574
Belize,BLZ,2022,,,,,,2846700000,6.276893194,
Bermuda,BMU,2022,,,,,,7827980000,,
Bolivia,BOL,2022,,,,,,44008282878,1.746328729,3.552
Brazil,BRA,2022,,,,,,1.95192E+12,9.28010609,9.231
Barbados,BRB,2022,,,,,,6257303500,,
Brunei Darussalam,BRN,2022,,,,,,16681536443,3.682250306,5.191
Bhutan,BTN,2022,,,,,,2898227743,5.639166714,5.947
Botswana,BWA,2022,,,,,,20321958850,11.66556748,23.615
Central African Republic,CAF,2022,,,,,,2382618615,5.583167352,
Canada,CAN,2022,,,,,,2.16148E+12,6.802801153,5.28
Central Europe and the Baltics,CEB,2022,,,,,,1.95593E+12,14.60814395,3.978952485
Switzerland,CHE,2022,,,,,,8.18427E+11,2.835027986,4.122
Channel Islands,CHI,2022,,,,,,11308300346,,
Chile,CHL,2022,,,,,,3.02117E+11,11.64386671,8.249
China,CHN,2022,,,,,,1.78818E+13,1.973575557,
Cote d'Ivoire,CIV,2022,,,,,,70173140101,5.276167243,2.306
Cameroon,CMR,2022,,,,,,44347206073,6.247677133,
"Congo, Dem. Rep.",COD,2022,,,,,,65801547620,,
"Congo, Rep.",COG,2022,,,,,,15817030155,3.043443347,
Colombia,COL,2022,,,,,,3.4533E+11,10.17723135,10.547
Comoros,COM,2022,,,,,,1242519408,,
Cabo Verde,CPV,2022,,,,,,2247003348,7.930929254,
Costa Rica,CRI,2022,,,,,,69243626029,8.274774902,11.325
Caribbean small states,CSS,2022,,,,,,48740490013,6.195974348,
Cuba,CUB,2022,,,,,,,,
Curacao,CUW,2022,,,,,,3075180835,,
Cayman Islands,CYM,2022,,,,,,6600843963,,
Cyprus,CYP,2022,,,,,,30976176887,8.39548298,6.807
Czechia,CZE,2022,,,,,,3.01831E+11,15.10016515,2.224
Germany,DEU,2022,,,,,,4.1636E+12,6.872574386,3.12
Djibouti,DJI,2022,,,,,,3674298479,5.17980848,
Dominica,DMA,2022,,,,,,607159259.3,7.780615252,
Denmark,DNK,2022,,,,,,4.01946E+11,7.696566999,4.434
Dominican Republic,DOM,2022,,,,,,1.13537E+11,8.811092093,5.504
Algeria,DZA,2022,,,,,,2.25638E+11,9.265515516,
East Asia & Pacific (excluding high income),EAP,2022,,,,,,2.11249E+13,5.46343652,
Early-demographic dividend,EAR,2022,,,,,,1.41476E+13,7.119171384,5.629180075
East Asia & Pacific,EAS,2022,,,,,,3.06734E+13,5.408743755,
Europe & Central Asia (excluding high income),ECA,2022,,,,,,1.81798E+12,13.88758417,
Europe & Central Asia,ECS,2022,,,,,,2.56626E+13,11.11361219,5.80941831
Ecuador,ECU,2022,,,,,,1.16586E+11,3.466169722,3.761
"Egypt, Arab Rep.",EGY,2022,,,,,,4.76748E+11,13.89566098,7.344
Euro area,EMU,2022,,,,,,1.4452E+13,8.471176456,6.744221571
Eritrea,ERI,2022,,,,,,,,
Spain,ESP,2022,,,,,,1.4465E+12,8.390576341,12.917
Estonia,EST,2022,,,,,,38376046175,19.39826341,5.571
Ethiopia,ETH,2022,,,,,,1.26773E+11,33.88987971,
European Union,EUU,2022,,,,,,1.69953E+13,8.833698867,6.140557054
Fragile and conflict affected situations,FCS,2022,,,,,,1.96484E+12,8.199574114,
Finland,FIN,2022,,,,,,2.80242E+11,7.123507733,6.719
Fiji,FJI,2022,,,,,,4969503561,4.520192664,
France,FRA,2022,,,,,,2.7963E+12,5.222367484,7.308
Faroe Islands,FRO,2022,,,,,,3566698398,,
"Micronesia, Fed. Sts.",FSM,2022,,,,,,430000000,5.408743755,
Gabon,GAB,2022,,,,,,20440655695,4.231247983,
United Kingdom,GBR,2022,,,,,,3.11404E+12,7.922048831,3.768
Georgia,GEO,2022,,,,,,24984568960,11.89816542,
Ghana,GHA,2022,,,,,,74263364042,31.2558951,3.084
Gibraltar,GIB,2022,,,,,,,,
Guinea,GIN,2022,,,,,,19910452542,10.493041,
"Gambia, The",GMB,2022,,,,,,2204734528,11.51311984,
Guinea-Bissau,GNB,2022,,,,,,1796608531,9.393838775,2.666
Equatorial Guinea,GNQ,2022,,,,,,13687643436,4.786717047,
Greece,GRC,2022,,,,,,2.18881E+11,9.645259813,12.426
Grenada,GRD,2022,,,,,,1224577778,2.580539259,
Greenland,GRL,2022,,,,,,,,
Guatemala,GTM,2022,,,,,,95630524813,6.885128233,3.051
Guam,GUM,2022,,,,,,6910000000,,
Guyana,GUY,2022,,,,,,14718387017,6.115055501,
High income,HIC,2022,,,,,,6.49613E+13,7.351651553,4.501113962
"Hong Kong SAR, China",HKG,2022,,,,,,3.58681E+11,1.881367072,4.318
Honduras,HND,2022,,,,,,31426041807,9.089639115,8.774
Heavily indebted poor countries (HIPC),HPC,2022,,,,,,9.83602E+11,9.573371186,
Croatia,HRV,2022,,,,,,71198635102,10.78058068,6.96
Haiti,HTI,2022,,,,,,20253551921,33.98393195,
Hungary,HUN,2022,,,,,,1.77006E+11,14.60814395,3.609
IBRD only,IBD,2022,,,,,,3.7712E+13,8.811092093,
IDA & IBRD total,IBT,2022,,,,,,4.05968E+13,8.333706301,
IDA total,IDA,2022,,,,,,2.88545E+12,8.064081968,
IDA blend,IDB,2022,,,,,,1.20834E+12,7.005309454,
Indonesia,IDN,2022,,,,,,1.31908E+12,4.209463834,3.462
IDA only,IDX,2022,,,,,,1.67711E+12,9.393838775,
Isle of Man,IMN,2022,,,,,,,,
India,IND,2022,,,,,,3.35347E+12,6.699034141,4.822
Not classified,INX,2022,,,,,,,,
Ireland,IRL,2022,,,,,,5.4857E+11,7.829457364,4.501
"Iran, Islamic Rep.",IRN,2022,,,,,,3.94363E+11,43.48846417,9.085
Iraq,IRQ,2022,,,,,,2.8664E+11,4.994765964,
Iceland,ISL,2022,,,,,,28770206627,8.308755116,3.789
Israel,ISR,2022,,,,,,5.25E+11,4.393596659,3.695
Italy,ITA,2022,,,,,,2.103E+12,8.201289912,8.069
Jamaica,JAM,2022,,,,,,17097760724,10.34956884,4.083
Jordan,JOR,2022,,,,,,48764963380,4.229155689,18.2
Japan,JPN,2022,,,,,,4.25641E+12,2.497702782,2.6
Kazakhstan,KAZ,2022,,,,,,2.25496E+11,15.02786444,4.86
Kenya,KEN,2022,,,,,,1.14449E+11,7.659862683,
Kyrgyz Republic,KGZ,2022,,,,,,12134931018,13.92290932,3.94
Cambodia,KHM,2022,,,,,,39994532960,5.343702649,
Kiribati,KIR,2022,,,,,,270841698.4,5.345954409,
St. Kitts and Nevis,KNA,2022,,,,,,981429629.6,2.668175331,
"Korea, Rep.",KOR,2022,,,,,,1.67392E+12,5.089513651,2.857
Kuwait,KWT,2022,,,,,,1.8394E+11,3.98064962,
Latin America & Caribbean (excluding high income),LAC,2022,,,,,,5.39306E+12,8.274774902,6.90501647
Lao PDR,LAO,2022,,,,,,15468785204,22.95622251,1.209
Lebanon,LBN,2022,,,,,,20992421949,171.2054913,
Liberia,LBR,2022,,,,,,4001047000,7.592984866,
Libya,LBY,2022,,,,,,43246297922,4.510301492,
St. Lucia,LCA,2022,,,,,,2342703704,6.378146951,15.934
Latin America & Caribbean,LCN,2022,,,,,,6.34487E+12,7.780615252,6.956952814
Least developed countries: UN classification,LDC,2022,,,,,,1.43639E+12,9.393838775,
Low income,LIC,2022,,,,,,5.472E+11,9.621476085,
Liechtenstein,LIE,2022,,,,,,7361504432,,
Sri Lanka,LKA,2022,,,,,,74144870023,49.72110211,4.528
Lower middle income,LMC,2022,,,,,,7.3714E+12,7.696954372,4.656598469
Low & middle income,LMY,2022,,,,,,3.64652E+13,8.306461244,
Lesotho,LSO,2022,,,,,,2354683089,8.271803899,
Late-demographic dividend,LTE,2022,,,,,,2.80794E+13,8.518197035,
Lithuania,LTU,2022,,,,,,71033884500,19.70504615,5.956
Luxembourg,LUX,2022,,,,,,81641807866,6.336008078,4.588
Latvia,LVA,2022,,,,,,38018905782,17.31028302,6.815
"Macao SAR, China",MAC,2022,,,,,,24999113476,1.045028024,
St. Martin (French part),MAF,2022,,,,,,,,
Morocco,MAR,2022,,,,,,1.30952E+11,6.657042028,11.79
Monaco,MCO,2022,,,,,,8800430486,,
Moldova,MDA,2022,,,,,,14510490660,28.73729768,0.897
Madagascar,MDG,2022,,,,,,15134700203,8.16059032,3.186
Maldives,MDV,2022,,,,,,6177118114,2.333143376,
Middle East & North Africa,MEA,2022,,,,,,4.47571E+12,4.995275537,
Mexico,MEX,2022,,,,,,1.46431E+12,7.896276192,3.256
Marshall Islands,MHL,2022,,,,,,253400000,,
Middle income,MIC,2022,,,,,,3.59177E+13,8.273289401,
North Macedonia,MKD,2022,,,,,,13932436550,14.20471732,14.477
Mali,MLI,2022,,,,,,18780322204,9.621476085,2.387
Malta,MLT,2022,,,,,,19209979975,6.153756219,2.929
Myanmar,MMR,2022,,,,,,62253049892,,
Middle East & North Africa (excluding high income),MNA,2022,,,,,,1.74192E+12,6.657042028,
Montenegro,MNE,2022,,,,,,6229801581,13.04030363,14.852
Mongolia,MNG,2022,,,,,,17146471714,15.14795609,5.954
Northern Mariana Islands,MNP,2022,,,,,,1096000000,,
Mozambique,MOZ,2022,,,,,,18883528581,10.27940181,
Mauritania,MRT,2022,,,,,,9557966698,9.525266286,
Mauritius,MUS,2022,,,,,,12927979286,10.77375122,6.322
Malawi,MWI,2022,,,,,,12429060151,20.95396973,
Malaysia,MYS,2022,,,,,,4.07606E+11,3.378698625,3.93
North America,NAC,2022,,,,,,2.81762E+13,7.402800487,3.833650572
Namibia,NAM,2022,,,,,,12567271005,6.081281141,
New Caledonia,NCL,2022,,,,,,9623318718,,10.71
Niger,NER,2022,,,,,,15433852712,4.226217919,0.418
Nigeria,NGA,2022,,,,,,4.77403E+11,18.84718778,3.821
Nicaragua,NIC,2022,,,,,,15649897117,10.46742445,
Netherlands,NLD,2022,,,,,,1.04654E+12,10.00120788,3.526
Norway,NOR,2022,,,,,,5.93727E+11,5.764123179,3.231
Nepal,NPL,2022,,,,,,41182939601,7.650791768,
Nauru,NRU,2022,,,,,,156803087.3,,
New Zealand,NZL,2022,,,,,,2.46734E+11,7.17222476,3.297
OECD members,OED,2022,,,,,,6.06913E+13,8.238032407,4.989431622
Oman,OMN,2022,,,,,,1.11944E+11,2.506142506,3.3
Other small states,OSS,2022,,,,,,2.28426E+11,7.005309454,
Pakistan,PAK,2022,,,,,,3.7489E+11,19.87385996,
Panama,PAN,2022,,,,,,76276116700,2.859651288,8.281
Peru,PER,2022,,,,,,2.46489E+11,8.333706301,4.291
Philippines,PHL,2022,,,,,,4.04353E+11,5.821158112,2.598
Palau,PLW,2022,,,,,,255591062.5,12.35266384,
Papua New Guinea,PNG,2022,,,,,,31647277767,5.253239222,2.689
Poland,POL,2022,,,,,,6.95607E+11,14.42945076,2.811
Pre-demographic dividend,PRE,2022,,,,,,1.64753E+12,8.064081968,
Puerto Rico,PRI,2022,,,,,,1.13567E+11,,6
"Korea, Dem. People's Rep.",PRK,2022,,,,,,,,
Portugal,PRT,2022,,,,,,2.56899E+11,7.832691242,6.011
Paraguay,PRY,2022,,,,,,41952910858,9.765566672,6.755
West Bank and Gaza,PSE,2022,,,,,,19165500000,3.741223919,24.42
Pacific island small states,PSS,2022,,,,,,10339409999,6.098717552,
Post-demographic dividend,PST,2022,,,,,,5.70668E+13,7.877370037,4.544492788
French Polynesia,PYF,2022,,,,,,5814661209,,
Qatar,QAT,2022,,,,,,2.35709E+11,4.995275537,0.13
Romania,ROU,2022,,,,,,2.96354E+11,13.79548874,5.614
Russian Federation,RUS,2022,,,,,,2.26603E+12,,3.867
Rwanda,RWA,2022,,,,,,13316160895,17.68920956,15.084
South Asia,SAS,2022,,,,,,4.32739E+12,7.650791768,4.793350035
Saudi Arabia,SAU,2022,,,,,,1.10857E+12,2.474073719,5.589
Sudan,SDN,2022,,,,,,51666875363,138.8084602,7.53
Senegal,SEN,2022,,,,,,27619479060,9.696818991,2.837
Singapore,SGP,2022,,,,,,4.98475E+11,6.12106004,3.591
Solomon Islands,SLB,2022,,,,,,1566360686,5.518129286,
Sierra Leone,SLE,2022,,,,,,7119137322,27.20828838,
El Salvador,SLV,2022,,,,,,31988920000,7.198616156,2.999
San Marino,SMR,2022,,,,,,1831700577,,4.91
Somalia,SOM,2022,,,,,,10202767270,,
Serbia,SRB,2022,,,,,,66797564758,11.98151173,8.439
Sub-Saharan Africa (excluding high income),SSA,2022,,,,,,2.07334E+12,9.45955253,
South Sudan,SSD,2022,,,,,,,-6.687320942,
Sub-Saharan Africa,SSF,2022,,,,,,2.0754E+12,9.393838775,
Small states,SST,2022,,,,,,2.87506E+11,6.276893194,
Sao Tome and Principe,STP,2022,,,,,,540809499.2,18.00563511,
Suriname,SUR,2022,,,,,,3791603200,52.44602728,
Slovak Republic,SVK,2022,,,,,,1.15929E+11,12.77414636,6.143
Slovenia,SVN,2022,,,,,,59927702746,8.833698867,4.011
Sweden,SWE,2022,,,,,,5.79896E+11,8.369290989,7.392
Eswatini,SWZ,2022,,,,,,4695372785,,
Sint Maarten (Dutch part),SXM,2022,,,,,,1537088715,,
Seychelles,SYC,2022,,,,,,2057968520,2.626036329,
Syrian Arab Republic,SYR,2022,,,,,,23622827080,,
Turks and Caicos Islands,TCA,2022,,,,,,1228794383,,
Chad,TCD,2022,,,,,,12396807588,5.788026878,
East Asia & Pacific (IDA & IBRD countries),TEA,2022,,,,,,2.10988E+13,5.518129286,
Europe & Central Asia (IDA & IBRD countries),TEC,2022,,,,,,5.23781E+12,13.88758417,5.543214175
Togo,TGO,2022,,,,,,8169476149,7.967573616,1.965
Thailand,THA,2022,,,,,,4.95645E+11,6.077412284,0.94
Tajikistan,TJK,2022,,,,,,10713525200,,
Turkmenistan,TKM,2022,,,,,,58972000000,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,,,,,,6.04907E+12,7.838445722,6.960878361
Timor-Leste,TLS,2022,,,,,,3208594000,7.005309454,1.537
Middle East & North Africa (IDA & IBRD countries),TMN,2022,,,,,,1.72276E+12,7.481751636,
Tonga,TON,2022,,,,,,518180042.2,10.97136529,
South Asia (IDA & IBRD),TSA,2022,,,,,,4.32739E+12,7.650791768,4.793350035
Sub-Saharan Africa (IDA & IBRD countries),TSS,2022,,,,,,2.0754E+12,9.393838775,
Trinidad and Tobago,TTO,2022,,,,,,30053446092,5.828386385,4.383
Tunisia,TUN,2022,,,,,,44579761023,8.306461244,15.301
Turkiye,TUR,2022,,,,,,9.07118E+11,72.30883599,10.465
Tuvalu,TUV,2022,,,,,,59065982.09,,7.318
Tanzania,TZA,2022,,,,,,75769974505,4.350272043,
Uganda,UGA,2022,,,,,,45565333211,7.19578886,
Ukraine,UKR,2022,,,,,,1.6199E+11,20.18363666,
Upper middle income,UMC,2022,,,,,,2.85471E+13,8.64091109,
Uruguay,URY,2022,,,,,,70164683290,9.104379831,7.877
United States,USA,2022,,,,,,2.60069E+13,8.002799821,3.65
Uzbekistan,UZB,2022,,,,,,90095926567,11.4466437,
St. Vincent and the Grenadines,VCT,2022,,,,,,966492592.6,5.660097792,
"Venezuela, RB",VEN,2022,,,,,,,,
British Virgin Islands,VGB,2022,,,,,,,,
Virgin Islands (U.S.),VIR,2022,,,,,,4672000000,,
Viet Nam,VNM,2022,,,,,,4.10324E+11,3.1565075,1.523
Vanuatu,VUT,2022,,,,,,1022219298,6.679305819,
World,WLD,2022,,,,,,1.01771E+14,7.930929254,
Samoa,WSM,2022,,,,,,832945205.6,10.96188223,5.048
Kosovo,XKX,2022,,,,,,9354903062,11.58051045,12.093
"Yemen, Rep.",YEM,2022,,,,,,,,
South Africa,ZAF,2022,,,,,,4.0692E+11,7.039726613,33.268
Zambia,ZMB,2022,,,,,,29163782140,10.99320392,5.995
Zimbabwe,ZWE,2022,,,,,,32789751736,104.7051706,10.087
Aruba,ABW,2023,,,,,,3648573136,,
Africa Eastern and Southern,AFE,2023,,,,,,1.24547E+12,7.126974821,
Afghanistan,AFG,2023,,,,,,17233051620,,
Africa Western and Central,AFW,2023,,,,,,7.99106E+11,4.953050345,
Angola,AGO,2023,,,,,,84824654482,13.64410178,
Albania,ALB,2023,,,,,,23547179830,4.759764219,
Andorra,AND,2023,,,,,,3785067332,,
Arab World,ARB,2023,,,,,,3.51242E+12,3.64216403,
United Arab Emirates,ARE,2023,,,,,,5.1413E+11,1.626708372,2.151
Argentina,ARG,2023,,,,,,6.46075E+11,,6.139
Armenia,ARM,2023,,,,,,24085749592,1.980418776,
American Samoa,ASM,2023,,,,,,,,
Antigua and Barbuda,ATG,2023,,,,,,2033085185,5.067138654,
Australia,AUS,2023,,,,,,1.72806E+12,5.597014925,3.668
Austria,AUT,2023,,,,,,5.11685E+11,7.81413417,5.264
Azerbaijan,AZE,2023,,,,,,72356176471,8.785430498,
Burundi,BDI,2023,,,,,,2642161669,26.94148358,
Belgium,BEL,2023,,,,,,6.44783E+11,4.049010776,5.528
Benin,BEN,2023,,,,,,19676049076,2.731024653,
Burkina Faso,BFA,2023,,,,,,20324617845,0.742910429,5.348
Bangladesh,BGD,2023,,,,,,4.37415E+11,9.883503038,
Bulgaria,BGR,2023,,,,,,1.02408E+11,9.442841401,4.319
Bahrain,BHR,2023,,,,,,46079867021,0.074620678,
"Bahamas, The",BHS,2023,,,,,,14338500000,3.05291579,8.643
Bosnia and Herzegovina,BIH,2023,,,,,,27514782476,6.105901128,10.668
Belarus,BLR,2023,,,,,,71857382746,5.000599031,3.461
Belize,BLZ,2023,,,,,,3066850000,4.389840175,
Bermuda,BMU,2023,,,,,,8141700000,,
Bolivia,BOL,2023,,,,,,45135398009,2.576888005,3.024
Brazil,BRA,2023,,,,,,2.17367E+12,4.593562823,7.947
Barbados,BRB,2023,,,,,,6720733200,9.792070771,
Brunei Darussalam,BRN,2023,,,,,,15128292981,0.357064312,5.296
Bhutan,BTN,2023,,,,,,,4.229344199,3.126
Botswana,BWA,2023,,,,,,19396084498,5.067615493,23.381
Central African Republic,CAF,2023,,,,,,2555492085,2.979138526,
Canada,CAN,2023,,,,,,2.14247E+12,3.879001598,5.415
Central Europe and the Baltics,CEB,2023,,,,,,2.26776E+12,9.442841401,4.015855455
Switzerland,CHE,2023,,,,,,8.8494E+11,2.13540088,4.043
Channel Islands,CHI,2023,,,,,,12507927144,,
Chile,CHL,2023,,,,,,3.35533E+11,7.581682514,9.013
China,CHN,2023,,,,,,1.77948E+13,0.234836829,
Cote d'Ivoire,CIV,2023,,,,,,78875489245,4.38711707,
Cameroon,CMR,2023,,,,,,49279410983,7.382813843,
"Congo, Dem. Rep.",COD,2023,,,,,,66383287003,,
"Congo, Rep.",COG,2023,,,,,,15321055823,4.301745636,
Colombia,COL,2023,,,,,,3.63494E+11,11.73590449,9.603
Comoros,COM,2023,,,,,,1352380971,,
Cabo Verde,CPV,2023,,,,,,2533819406,3.724375177,
Costa Rica,CRI,2023,,,,,,86497941439,0.525193509,8.325
Caribbean small states,CSS,2023,,,,,,53296161046,4.22769325,
Cuba,CUB,2023,,,,,,,,
Curacao,CUW,2023,,,,,,3281419347,,
Cayman Islands,CYM,2023,,,,,,7139428558,,
Cyprus,CYP,2023,,,,,,33886930712,3.541341888,6.098
Czechia,CZE,2023,,,,,,3.43208E+11,10.66126014,2.58
Germany,DEU,2023,,,,,,4.5257E+12,5.946436677,3.068
Djibouti,DJI,2023,,,,,,4098530514,1.495068165,
Dominica,DMA,2023,,,,,,653992592.6,4.22769325,
Denmark,DNK,2023,,,,,,4.07092E+11,3.305178112,5.094
Dominican Republic,DOM,2023,,,,,,1.21444E+11,4.78561281,5.555
Algeria,DZA,2023,,,,,,2.47626E+11,9.322173759,
East Asia & Pacific (excluding high income),EAP,2023,,,,,,2.11628E+13,3.670131424,
Early-demographic dividend,EAR,2023,,,,,,1.49459E+13,5.760122483,
East Asia & Pacific,EAS,2023,,,,,,3.07802E+13,3.633793837,
Europe & Central Asia (excluding high income),ECA,2023,,,,,,2.1297E+12,8.785430498,
Europe & Central Asia,ECS,2023,,,,,,2.75541E+13,7.446877174,5.55690728
Ecuador,ECU,2023,,,,,,1.18845E+11,2.215687642,3.51
"Egypt, Arab Rep.",EGY,2023,,,,,,3.96002E+11,33.88477631,
Euro area,EMU,2023,,,,,,1.57807E+13,5.78431555,6.559162871
Eritrea,ERI,2023,,,,,,,,
Spain,ESP,2023,,,,,,1.62009E+12,3.532361335,12.179
Estonia,EST,2023,,,,,,41291245222,9.15922508,6.378
Ethiopia,ETH,2023,,,,,,1.63698E+11,30.21882781,
European Union,EUU,2023,,,,,,1.85907E+13,6.299424874,6.028354651
